ProductKey;ProductSubcategoryKey;EnglishProductCategoryName;FrenchProductCategoryName;SpanishProductCategoryName;WeightUnitMeasureCode;SizeUnitMeasureCode;EnglishProductName;SpanishProductName;FrenchProductName;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;Class;Style;ModelName;EnglishDescription;FrenchDescription;Status
220;31;Accessories;Accessoire;Accesorio;;;Sport-100 Helmet, Blue;Casco deportivo: 100, azul;Casque sport 100, bleu;12,0278;TRUE;Blue;4;33,6442;;NA;;0;S ;20,1865;;;Sport-100;Universal fit, well-vented, lightweight , snap-on visor.;Légère, aérée, taille unique, avec une visière amovible.;
221;31;Accessories;Accessoire;Accesorio;;;Sport-100 Helmet, Blue;Casco deportivo: 100, azul;Casque sport 100, bleu;13,8782;TRUE;Blue;4;33,6442;;NA;;0;S ;20,1865;;;Sport-100;Universal fit, well-vented, lightweight , snap-on visor.;Légère, aérée, taille unique, avec une visière amovible.;
222;31;Accessories;Accessoire;Accesorio;;;Sport-100 Helmet, Blue;Casco deportivo: 100, azul;Casque sport 100, bleu;13,0863;TRUE;Blue;4;34,99;;NA;;0;S ;20,994;;;Sport-100;Universal fit, well-vented, lightweight , snap-on visor.;Légère, aérée, taille unique, avec une visière amovible.;Current
223;19;Clothing;Vêtements;Prenda;;;AWC Logo Cap;;;5,7052;TRUE;Multi;4;8,6442;;NA;;0;S ;5,1865;;U ;Cycling Cap;"Traditional style with a flip-up brim; one-size fits all.";"Style classique avec une visière relevable ; taille unique.";
224;19;Clothing;Vêtements;Prenda;;;AWC Logo Cap;;;5,2297;TRUE;Multi;4;8,6442;;NA;;0;S ;5,1865;;U ;Cycling Cap;"Traditional style with a flip-up brim; one-size fits all.";"Style classique avec une visière relevable ; taille unique.";
225;19;Clothing;Vêtements;Prenda;;;AWC Logo Cap;;;6,9223;TRUE;Multi;4;8,99;;NA;;0;S ;5,394;;U ;Cycling Cap;"Traditional style with a flip-up brim; one-size fits all.";"Style classique avec une visière relevable ; taille unique.";Current
226;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, S;Jersey con logotipo de manga larga, P;Maillot manches longues avec logo, taille S;31,7244;TRUE;Multi;4;48,0673;S;S;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
227;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, S;Jersey con logotipo de manga larga, P;Maillot manches longues avec logo, taille S;29,0807;TRUE;Multi;4;48,0673;S;S;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
228;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, S;Jersey con logotipo de manga larga, P;Maillot manches longues avec logo, taille S;38,4923;TRUE;Multi;4;49,99;S;S;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;Current
229;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, M;Jersey con logotipo de manga larga, M;Maillot manches longues avec logo, taille M;31,7244;TRUE;Multi;4;48,0673;M;M;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
230;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, M;Jersey con logotipo de manga larga, M;Maillot manches longues avec logo, taille M;29,0807;TRUE;Multi;4;48,0673;M;M;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
231;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, M;Jersey con logotipo de manga larga, M;Maillot manches longues avec logo, taille M;38,4923;TRUE;Multi;4;49,99;M;M;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;Current
232;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, L;Jersey con logotipo de manga larga, G;Maillot manches longues avec logo, taille L;31,7244;TRUE;Multi;4;48,0673;L;L;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
233;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, L;Jersey con logotipo de manga larga, G;Maillot manches longues avec logo, taille L;29,0807;TRUE;Multi;4;48,0673;L;L;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
234;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, L;Jersey con logotipo de manga larga, G;Maillot manches longues avec logo, taille L;38,4923;TRUE;Multi;4;49,99;L;L;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;Current
235;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, XL;Jersey con logotipo de manga larga, SG;Maillot manches longues avec logo, taille XL;31,7244;TRUE;Multi;4;48,0673;XL;XL;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
236;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, XL;Jersey con logotipo de manga larga, SG;Maillot manches longues avec logo, taille XL;29,0807;TRUE;Multi;4;48,0673;XL;XL;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;
237;21;Clothing;Vêtements;Prenda;;;Long-Sleeve Logo Jersey, XL;Jersey con logotipo de manga larga, SG;Maillot manches longues avec logo, taille XL;38,4923;TRUE;Multi;4;49,99;XL;XL;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.;Current
238;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 62;Cuadro de carretera GA: rojo, 62;Cadre de vélo de route HL - rouge, 62;747,9682;TRUE;Red;500;1263,4598;62;60-62 CM;2,3;1;R ;758,0759;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
239;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 62;Cuadro de carretera GA: rojo, 62;Cadre de vélo de route HL - rouge, 62;722,2568;TRUE;Red;500;1301,3636;62;60-62 CM;2,3;1;R ;780,8182;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
240;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 62;Cuadro de carretera GA: rojo, 62;Cadre de vélo de route HL - rouge, 62;868,6342;TRUE;Red;500;1431,5;62;60-62 CM;2,3;1;R ;858,9;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";Current
241;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 44;Cuadro de carretera GA: rojo, 44;Cadre de vélo de route HL - rouge, 44;747,9682;TRUE;Red;500;1263,4598;44;42-46 CM;2,12;1;R ;758,0759;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
242;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 44;Cuadro de carretera GA: rojo, 44;Cadre de vélo de route HL - rouge, 44;722,2568;TRUE;Red;500;1301,3636;44;42-46 CM;2,12;1;R ;780,8182;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
243;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 44;Cuadro de carretera GA: rojo, 44;Cadre de vélo de route HL - rouge, 44;868,6342;TRUE;Red;500;1431,5;44;42-46 CM;2,12;1;R ;858,9;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";Current
244;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 48;Cuadro de carretera GA: rojo, 48;Cadre de vélo de route HL - rouge, 48;747,9682;TRUE;Red;500;1263,4598;48;48-52 CM;2,16;1;R ;758,0759;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
245;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 48;Cuadro de carretera GA: rojo, 48;Cadre de vélo de route HL - rouge, 48;722,2568;TRUE;Red;500;1301,3636;48;48-52 CM;2,16;1;R ;780,8182;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
246;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 48;Cuadro de carretera GA: rojo, 48;Cadre de vélo de route HL - rouge, 48;868,6342;TRUE;Red;500;1431,5;48;48-52 CM;2,16;1;R ;858,9;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";Current
247;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 52;Cuadro de carretera GA: rojo, 52;Cadre de vélo de route HL - rouge, 52;747,9682;TRUE;Red;500;1263,4598;52;48-52 CM;2,2;1;R ;758,0759;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
248;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 52;Cuadro de carretera GA: rojo, 52;Cadre de vélo de route HL - rouge, 52;722,2568;TRUE;Red;500;1301,3636;52;48-52 CM;2,2;1;R ;780,8182;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
249;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 52;Cuadro de carretera GA: rojo, 52;Cadre de vélo de route HL - rouge, 52;868,6342;TRUE;Red;500;1431,5;52;48-52 CM;2,2;1;R ;858,9;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";Current
250;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 56;Cuadro de carretera GA: rojo, 56;Cadre de vélo de route HL - rouge, 56;747,9682;TRUE;Red;500;1263,4598;56;54-58 CM;2,24;1;R ;758,0759;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
251;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 56;Cuadro de carretera GA: rojo, 56;Cadre de vélo de route HL - rouge, 56;722,2568;TRUE;Red;500;1301,3636;56;54-58 CM;2,24;1;R ;780,8182;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";
252;14;Components;Composant;Componente;LB ;CM ;HL Road Frame - Red, 56;Cuadro de carretera GA: rojo, 56;Cadre de vélo de route HL - rouge, 56;868,6342;TRUE;Red;500;1431,5;56;54-58 CM;2,24;1;R ;858,9;H ;U ;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";Current
253;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 58;Cuadro de carretera GB: negro, 58;Cadre de vélo de route LL - noir, 58;176,1997;TRUE;Black;500;297,6346;58;54-58 CM;2,46;1;R ;178,5808;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
254;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 58;Cuadro de carretera GB: negro, 58;Cadre de vélo de route LL - noir, 58;170,1428;TRUE;Black;500;306,5636;58;54-58 CM;2,46;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
255;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 58;Cuadro de carretera GB: negro, 58;Cadre de vélo de route LL - noir, 58;204,6251;TRUE;Black;500;337,22;58;54-58 CM;2,46;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;Current
256;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 60;Cuadro de carretera GB: negro, 60;Cadre de vélo de route LL - noir, 60;176,1997;TRUE;Black;500;297,6346;60;60-62 CM;2,48;1;R ;178,5808;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
257;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 60;Cuadro de carretera GB: negro, 60;Cadre de vélo de route LL - noir, 60;170,1428;TRUE;Black;500;306,5636;60;60-62 CM;2,48;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
258;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 60;Cuadro de carretera GB: negro, 60;Cadre de vélo de route LL - noir, 60;204,6251;TRUE;Black;500;337,22;60;60-62 CM;2,48;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;Current
259;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 62;Cuadro de carretera GB: negro, 62;Cadre de vélo de route LL - noir, 62;176,1997;TRUE;Black;500;297,6346;62;60-62 CM;2,5;1;R ;178,5808;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
260;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 62;Cuadro de carretera GB: negro, 62;Cadre de vélo de route LL - noir, 62;170,1428;TRUE;Black;500;306,5636;62;60-62 CM;2,5;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
261;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Black, 62;Cuadro de carretera GB: negro, 62;Cadre de vélo de route LL - noir, 62;204,6251;TRUE;Black;500;337,22;62;60-62 CM;2,5;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;Current
262;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 44;Cuadro de carretera GB: rojo, 44;Cadre de vélo de route LL - rouge, 44;181,4857;TRUE;Red;500;306,5636;44;42-46 CM;2,32;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
263;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 44;Cuadro de carretera GB: rojo, 44;Cadre de vélo de route LL - rouge, 44;187,1571;TRUE;Red;500;337,22;44;42-46 CM;2,32;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
264;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 48;Cuadro de carretera GB: rojo, 48;Cadre de vélo de route LL - rouge, 48;181,4857;TRUE;Red;500;306,5636;48;48-52 CM;2,36;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
265;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 48;Cuadro de carretera GB: rojo, 48;Cadre de vélo de route LL - rouge, 48;187,1571;TRUE;Red;500;337,22;48;48-52 CM;2,36;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
266;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 52;Cuadro de carretera GB: rojo, 52;Cadre de vélo de route LL - rouge, 52;181,4857;TRUE;Red;500;306,5636;52;48-52 CM;2,4;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
267;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 52;Cuadro de carretera GB: rojo, 52;Cadre de vélo de route LL - rouge, 52;187,1571;TRUE;Red;500;337,22;52;48-52 CM;2,4;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
268;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 58;Cuadro de carretera GB: rojo, 58;Cadre de vélo de route LL - rouge, 58;181,4857;TRUE;Red;500;306,5636;58;54-58 CM;2,46;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
269;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 58;Cuadro de carretera GB: rojo, 58;Cadre de vélo de route LL - rouge, 58;187,1571;TRUE;Red;500;337,22;58;54-58 CM;2,46;1;R ;202,332;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
270;14;Components;Composant;Componente;LB ;CM ;LL Road Frame - Red, 60;Cuadro de carretera GB: rojo, 60;Cadre de vélo de route LL - rouge, 60;181,4857;TRUE;Red;500;306,5636;60;60-62 CM;2,48;1;R ;183,9382;L ;U ;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.;
